sku_id,date,actual_demand,forecast_demand
SKU0020,2024-12-14,32,32.87
SKU0028,2024-12-14,37,38.5
SKU0040,2024-12-14,41,41.41
SKU0025,2024-12-14,28,29.33
SKU0011,2024-12-14,33,37.04
SKU0031,2024-12-14,30,28.24
SKU0017,2024-12-14,30,32.56
SKU0030,2024-12-14,32,31.84
SKU0038,2024-12-14,38,36.36
SKU0032,2024-12-14,36,35.63
SKU0039,2024-12-14,46,45.24
SKU0002,2024-12-14,33,31.0
SKU0029,2024-12-15,37,35.24
SKU0006,2024-12-15,41,41.57
SKU0010,2024-12-15,37,36.24
SKU0023,2024-12-15,49,48.62
SKU0014,2024-12-15,39,38.22
SKU0031,2024-12-15,42,38.45
SKU0013,2024-12-15,44,41.13
SKU0001,2024-12-15,34,31.79
SKU0022,2024-12-15,41,42.05
SKU0007,2024-12-15,50,44.97
SKU0026,2024-12-15,32,27.47
SKU0018,2024-12-15,53,46.68
SKU0030,2024-12-15,49,48.77
SKU0019,2024-12-15,37,33.88
SKU0005,2024-12-15,52,49.62
SKU0021,2024-12-15,48,46.67
SKU0017,2024-12-15,37,37.79
SKU0003,2024-12-15,41,42.52
SKU0035,2024-12-15,35,35.14
SKU0027,2024-12-15,44,43.44
SKU0016,2024-12-15,46,42.97
SKU0020,2024-12-15,42,39.97
SKU0028,2024-12-15,34,33.81
SKU0011,2024-12-15,29,28.0
SKU0025,2024-12-15,36,34.5
SKU0038,2024-12-15,53,48.0
SKU0032,2024-12-15,47,47.83
SKU0039,2024-12-15,52,46.98
SKU0033,2024-12-15,30,30.11
SKU0040,2024-12-15,42,41.02
SKU0036,2024-12-15,41,39.04
SKU0024,2024-12-15,47,43.37
SKU0002,2024-12-15,56,50.17
SKU0004,2024-12-15,37,31.24
SKU0009,2024-12-15,28,27.85
SKU0037,2024-12-15,46,45.23
SKU0015,2024-12-15,39,37.01
SKU0008,2024-12-15,38,39.92
SKU0034,2024-12-15,54,48.36
SKU0012,2024-12-15,42,42.63
SKU0023,2024-12-16,27,28.52
SKU0017,2024-12-16,34,35.92
SKU0010,2024-12-16,27,27.55
SKU0027,2024-12-16,25,25.65
SKU0029,2024-12-16,22,25.65
SKU0035,2024-12-16,31,28.66
SKU0008,2024-12-16,24,23.69
SKU0012,2024-12-16,27,25.39
SKU0028,2024-12-16,37,36.34
SKU0030,2024-12-16,25,26.01
SKU0025,2024-12-16,19,22.17
SKU0007,2024-12-16,34,32.35
SKU0037,2024-12-16,29,28.17
SKU0039,2024-12-16,28,31.05
SKU0013,2024-12-16,34,34.19
SKU0009,2024-12-16,27,26.14
SKU0026,2024-12-16,32,33.62
SKU0018,2024-12-16,35,34.46
SKU0011,2024-12-16,22,24.05
SKU0024,2024-12-16,32,32.69
SKU0014,2024-12-16,27,27.49
SKU0032,2024-12-16,35,33.88
SKU0038,2024-12-16,34,32.09
SKU0040,2024-12-16,29,29.9
SKU0003,2024-12-16,25,24.74
SKU0031,2024-12-16,25,24.28
SKU0016,2024-12-16,28,28.04
SKU0033,2024-12-16,22,23.14
SKU0001,2024-12-16,24,27.03
SKU0022,2024-12-16,23,24.04
SKU0034,2024-12-16,36,35.87
SKU0020,2024-12-16,29,28.97
SKU0004,2024-12-16,26,26.56
SKU0002,2024-12-16,24,26.18
SKU0006,2024-12-16,26,27.31
SKU0015,2024-12-16,28,30.27
SKU0019,2024-12-16,24,24.02
SKU0021,2024-12-16,26,25.96
SKU0005,2024-12-16,41,43.5
SKU0036,2024-12-16,25,23.7
SKU0007,2024-12-17,34,33.11
SKU0028,2024-12-17,35,33.83
SKU0038,2024-12-17,37,33.76
SKU0015,2024-12-17,31,30.43
SKU0001,2024-12-17,32,29.47
SKU0011,2024-12-17,29,28.02
SKU0017,2024-12-17,31,31.46
SKU0032,2024-12-17,34,33.48
SKU0036,2024-12-17,25,24.57
SKU0029,2024-12-17,27,25.61
SKU0027,2024-12-17,28,26.85
SKU0008,2024-12-17,38,35.72
SKU0016,2024-12-17,31,28.02
SKU0003,2024-12-17,26,24.37
SKU0020,2024-12-17,35,33.96
SKU0018,2024-12-17,38,36.21
SKU0025,2024-12-17,26,26.35
SKU0006,2024-12-17,39,39.78
SKU0040,2024-12-17,31,30.89
SKU0019,2024-12-17,33,27.93
SKU0026,2024-12-17,27,28.36
SKU0037,2024-12-17,31,29.43
SKU0004,2024-12-17,31,29.58
SKU0030,2024-12-17,33,30.92
SKU0002,2024-12-17,32,27.23
SKU0022,2024-12-17,28,26.74
SKU0010,2024-12-17,35,32.16
SKU0005,2024-12-17,37,35.71
SKU0013,2024-12-17,47,44.93
SKU0024,2024-12-17,36,35.08
SKU0039,2024-12-17,32,32.31
SKU0031,2024-12-17,25,24.97
SKU0009,2024-12-17,21,25.4
SKU0023,2024-12-17,30,29.91
SKU0035,2024-12-17,29,31.02
SKU0034,2024-12-17,36,34.24
SKU0033,2024-12-17,31,26.71
SKU0012,2024-12-17,26,26.61
SKU0014,2024-12-17,41,37.49
SKU0021,2024-12-17,32,29.26
SKU0034,2024-12-18,37,34.46
SKU0032,2024-12-18,29,29.64
SKU0038,2024-12-18,38,33.99
SKU0011,2024-12-18,20,22.82
SKU0020,2024-12-18,33,32.58
SKU0024,2024-12-18,32,32.21
SKU0027,2024-12-18,31,28.87
SKU0003,2024-12-18,21,22.04
SKU0025,2024-12-18,28,26.38
SKU0033,2024-12-18,27,27.05
SKU0035,2024-12-18,26,28.96
SKU0009,2024-12-18,22,24.49
SKU0010,2024-12-18,28,29.99
SKU0002,2024-12-18,27,25.46
SKU0019,2024-12-18,28,28.63
SKU0026,2024-12-18,24,26.79
SKU0016,2024-12-18,28,26.74
SKU0028,2024-12-18,24,27.64
SKU0018,2024-12-18,35,34.5
SKU0017,2024-12-18,22,25.55
SKU0015,2024-12-18,28,29.28
SKU0030,2024-12-18,24,25.48
SKU0022,2024-12-18,25,24.8
SKU0013,2024-12-18,37,36.67
SKU0014,2024-12-18,26,27.22
SKU0031,2024-12-18,27,25.17
SKU0023,2024-12-18,25,25.73
SKU0005,2024-12-18,31,31.33
SKU0007,2024-12-18,32,31.39
SKU0029,2024-12-18,23,25.23
SKU0040,2024-12-18,26,27.0
SKU0001,2024-12-18,29,30.32
SKU0036,2024-12-18,26,25.55
SKU0004,2024-12-18,25,27.75
SKU0012,2024-12-18,32,40.23
SKU0021,2024-12-18,25,25.43
SKU0006,2024-12-18,24,25.21
SKU0037,2024-12-18,30,28.97
SKU0008,2024-12-18,24,24.36
SKU0039,2024-12-18,31,29.49
SKU0029,2024-12-19,26,23.7
SKU0025,2024-12-19,25,24.72
SKU0007,2024-12-19,49,46.45
SKU0039,2024-12-19,34,31.14
SKU0040,2024-12-19,32,30.7
SKU0005,2024-12-19,36,35.04
SKU0030,2024-12-19,31,27.27
SKU0028,2024-12-19,35,29.61
SKU0031,2024-12-19,31,28.59
SKU0023,2024-12-19,31,27.7
SKU0035,2024-12-19,28,27.86
SKU0019,2024-12-19,32,26.87
SKU0033,2024-12-19,27,27.08
SKU0017,2024-12-19,28,26.91
SKU0002,2024-12-19,32,28.46
SKU0034,2024-12-19,37,37.55
SKU0014,2024-12-19,30,28.99
SKU0010,2024-12-19,28,28.4
SKU0038,2024-12-19,50,46.27
SKU0009,2024-12-19,25,24.5
SKU0015,2024-12-19,32,29.47
SKU0004,2024-12-19,28,27.36
SKU0032,2024-12-19,38,34.25
SKU0011,2024-12-19,25,24.21
SKU0012,2024-12-19,26,27.18
SKU0021,2024-12-19,32,29.81
SKU0016,2024-12-19,31,29.67
SKU0018,2024-12-19,39,38.72
SKU0003,2024-12-19,29,25.04
SKU0020,2024-12-19,41,37.58
SKU0022,2024-12-19,30,28.41
SKU0037,2024-12-19,30,29.61
SKU0024,2024-12-19,40,37.13
SKU0006,2024-12-19,32,28.77
SKU0036,2024-12-19,29,27.76
SKU0001,2024-12-19,35,29.19
SKU0027,2024-12-19,26,26.57
SKU0008,2024-12-19,31,26.58
SKU0026,2024-12-19,30,29.21
SKU0013,2024-12-19,38,36.87
SKU0006,2024-12-20,26,25.96
SKU0030,2024-12-20,31,30.1
SKU0009,2024-12-20,24,22.61
SKU0028,2024-12-20,34,31.13
SKU0002,2024-12-20,32,29.79
SKU0033,2024-12-20,35,33.64
SKU0035,2024-12-20,30,28.35
SKU0005,2024-12-20,33,34.07
SKU0007,2024-12-20,32,31.5
SKU0029,2024-12-20,20,22.68
SKU0039,2024-12-20,33,32.76
SKU0008,2024-12-20,31,28.55
SKU0027,2024-12-20,28,28.13
SKU0036,2024-12-20,24,25.16
SKU0004,2024-12-20,27,28.11
SKU0001,2024-12-20,40,35.95
SKU0003,2024-12-20,23,24.65
SKU0032,2024-12-20,35,34.54
SKU0034,2024-12-20,37,37.27
SKU0031,2024-12-20,27,27.28
SKU0026,2024-12-20,23,25.08
SKU0016,2024-12-20,23,26.27
SKU0010,2024-12-20,31,30.33
SKU0025,2024-12-20,25,25.9
SKU0011,2024-12-20,21,22.15
SKU0018,2024-12-20,39,39.22
SKU0015,2024-12-20,39,37.45
SKU0020,2024-12-20,28,30.86
SKU0012,2024-12-20,21,23.31
SKU0040,2024-12-20,31,29.77
SKU0014,2024-12-20,25,25.76
SKU0022,2024-12-20,25,26.89
SKU0024,2024-12-20,31,33.21
SKU0038,2024-12-20,34,35.46
SKU0019,2024-12-20,31,29.63
SKU0013,2024-12-20,35,36.34
SKU0023,2024-12-20,42,41.13
SKU0037,2024-12-20,29,29.47
SKU0017,2024-12-20,29,28.11
SKU0021,2024-12-20,28,29.39
SKU0031,2024-12-21,40,39.39
SKU0005,2024-12-21,52,47.99
SKU0028,2024-12-21,33,29.56
SKU0014,2024-12-21,30,29.34
SKU0039,2024-12-21,44,41.24
SKU0035,2024-12-21,41,39.13
SKU0024,2024-12-21,39,38.21
SKU0006,2024-12-21,33,29.45
SKU0002,2024-12-21,36,31.2
SKU0001,2024-12-21,31,33.2
SKU0018,2024-12-21,50,45.8
SKU0030,2024-12-21,28,28.85
SKU0029,2024-12-21,34,32.97
SKU0027,2024-12-21,32,31.36
SKU0013,2024-12-21,39,38.87
SKU0023,2024-12-21,37,31.93
SKU0022,2024-12-21,39,37.8
SKU0034,2024-12-21,41,39.8
SKU0017,2024-12-21,40,38.68
SKU0036,2024-12-21,29,28.12
SKU0037,2024-12-21,32,30.95
SKU0033,2024-12-21,34,34.29
SKU0019,2024-12-21,43,40.64
SKU0040,2024-12-21,32,31.77
SKU0038,2024-12-21,49,48.83
SKU0008,2024-12-21,32,29.94
SKU0016,2024-12-21,45,40.66
SKU0020,2024-12-21,41,40.25
SKU0003,2024-12-21,42,40.5
SKU0011,2024-12-21,24,23.5
SKU0009,2024-12-21,36,34.38
SKU0012,2024-12-21,29,28.92
SKU0010,2024-12-21,40,39.2
SKU0032,2024-12-21,36,36.7
SKU0015,2024-12-21,31,32.38
SKU0026,2024-12-21,39,38.8
SKU0021,2024-12-21,31,29.84
SKU0007,2024-12-21,38,37.07
SKU0004,2024-12-21,30,29.18
SKU0025,2024-12-21,29,28.6
SKU0012,2024-12-22,31,27.25
SKU0028,2024-12-22,34,32.77
SKU0017,2024-12-22,31,28.7
SKU0008,2024-12-22,29,29.86
SKU0029,2024-12-22,30,28.23
SKU0018,2024-12-22,42,41.74
SKU0031,2024-12-22,30,29.94
SKU0023,2024-12-22,31,32.19
SKU0002,2024-12-22,32,31.93
SKU0019,2024-12-22,32,32.7
SKU0033,2024-12-22,30,31.67
SKU0038,2024-12-22,42,37.79
SKU0016,2024-12-22,31,27.11
SKU0003,2024-12-22,30,27.66
SKU0032,2024-12-22,40,37.84
SKU0020,2024-12-22,38,37.42
SKU0007,2024-12-22,38,37.82
SKU0015,2024-12-22,30,31.97
SKU0004,2024-12-22,28,28.44
SKU0036,2024-12-22,41,38.31
SKU0034,2024-12-22,39,38.93
SKU0005,2024-12-22,36,32.6
SKU0022,2024-12-22,31,29.52
SKU0006,2024-12-22,29,30.56
SKU0030,2024-12-22,33,31.33
SKU0013,2024-12-22,43,39.88
SKU0021,2024-12-22,31,30.69
SKU0014,2024-12-22,36,30.46
SKU0001,2024-12-22,35,33.8
SKU0035,2024-12-22,42,39.31
SKU0027,2024-12-22,27,27.9
SKU0011,2024-12-22,24,24.27
SKU0040,2024-12-22,35,33.8
SKU0026,2024-12-22,29,26.82
SKU0024,2024-12-22,40,38.31
SKU0039,2024-12-22,38,35.37
SKU0037,2024-12-22,38,31.62
SKU0009,2024-12-22,29,26.24
SKU0010,2024-12-22,32,30.55
SKU0025,2024-12-22,28,26.42
SKU0018,2024-12-23,37,36.74
SKU0021,2024-12-23,24,26.94
SKU0039,2024-12-23,33,32.49
SKU0004,2024-12-23,29,28.02
SKU0024,2024-12-23,35,34.59
SKU0030,2024-12-23,25,26.71
SKU0026,2024-12-23,22,21.6
SKU0040,2024-12-23,31,31.88
SKU0036,2024-12-23,37,38.05
SKU0005,2024-12-23,32,31.08
SKU0007,2024-12-23,34,33.7
SKU0031,2024-12-23,24,25.46
SKU0014,2024-12-23,28,26.99
SKU0035,2024-12-23,28,28.09
SKU0023,2024-12-23,26,29.21
SKU0029,2024-12-23,24,23.92
SKU0022,2024-12-23,28,26.02
SKU0001,2024-12-23,30,31.1
SKU0006,2024-12-23,25,26.94
SKU0027,2024-12-23,23,26.12
SKU0034,2024-12-23,35,34.68
SKU0015,2024-12-23,24,26.34
SKU0013,2024-12-23,44,44.02
SKU0003,2024-12-23,22,22.27
SKU0025,2024-12-23,20,24.39
SKU0008,2024-12-23,31,33.59
SKU0017,2024-12-23,25,25.91
SKU0016,2024-12-23,26,23.83
SKU0009,2024-12-23,21,22.01
SKU0012,2024-12-23,23,24.27
SKU0033,2024-12-23,30,31.21
SKU0038,2024-12-23,36,34.84
SKU0019,2024-12-23,28,28.83
SKU0037,2024-12-23,30,29.38
SKU0032,2024-12-23,32,32.51
SKU0010,2024-12-23,31,31.31
SKU0020,2024-12-23,30,28.59
SKU0011,2024-12-23,20,21.72
SKU0002,2024-12-23,31,30.19
SKU0028,2024-12-23,28,30.79
SKU0033,2024-12-24,45,44.01
SKU0006,2024-12-24,32,30.57
SKU0040,2024-12-24,38,35.62
SKU0001,2024-12-24,45,41.43
SKU0030,2024-12-24,50,43.23
SKU0022,2024-12-24,28,29.01
SKU0002,2024-12-24,51,47.77
SKU0025,2024-12-24,32,33.07
SKU0016,2024-12-24,34,29.11
SKU0031,2024-12-24,44,43.75
SKU0035,2024-12-24,45,43.22
SKU0038,2024-12-24,38,36.55
SKU0015,2024-12-24,32,29.59
SKU0005,2024-12-24,37,33.42
SKU0009,2024-12-24,34,35.96
SKU0034,2024-12-24,53,49.99
SKU0036,2024-12-24,39,38.88
SKU0021,2024-12-24,46,42.61
SKU0003,2024-12-24,31,28.28
SKU0032,2024-12-24,43,41.04
SKU0004,2024-12-24,32,30.4
SKU0010,2024-12-24,40,40.12
SKU0020,2024-12-24,37,36.67
SKU0014,2024-12-24,39,37.19
SKU0026,2024-12-24,30,26.33
SKU0019,2024-12-24,45,46.34
SKU0017,2024-12-24,30,29.48
SKU0012,2024-12-24,36,35.43
SKU0023,2024-12-24,36,32.79
SKU0028,2024-12-24,42,41.13
SKU0011,2024-12-24,39,37.31
SKU0037,2024-12-24,42,38.86
SKU0018,2024-12-24,51,45.82
SKU0007,2024-12-24,45,41.76
SKU0024,2024-12-24,46,43.34
SKU0029,2024-12-24,31,34.35
SKU0039,2024-12-24,52,49.44
SKU0013,2024-12-24,50,46.03
SKU0027,2024-12-24,37,35.7
SKU0008,2024-12-24,43,40.78
SKU0004,2024-12-25,30,29.07
SKU0032,2024-12-25,35,36.02
SKU0021,2024-12-25,31,27.31
SKU0023,2024-12-25,31,29.82
SKU0007,2024-12-25,34,34.91
SKU0028,2024-12-25,33,32.9
SKU0018,2024-12-25,39,39.26
SKU0040,2024-12-25,30,32.2
SKU0012,2024-12-25,24,25.05
SKU0020,2024-12-25,33,33.55
SKU0005,2024-12-25,34,34.43
SKU0016,2024-12-25,26,28.1
SKU0003,2024-12-25,28,27.78
SKU0035,2024-12-25,30,31.84
SKU0014,2024-12-25,26,29.02
SKU0015,2024-12-25,24,26.31
SKU0010,2024-12-25,32,32.88
SKU0026,2024-12-25,29,27.32
SKU0034,2024-12-25,46,48.25
SKU0031,2024-12-25,23,24.59
SKU0013,2024-12-25,38,38.75
SKU0036,2024-12-25,24,28.22
SKU0029,2024-12-25,22,26.39
SKU0025,2024-12-25,23,25.24
SKU0019,2024-12-25,29,27.13
SKU0024,2024-12-25,31,33.74
SKU0017,2024-12-25,26,28.89
SKU0033,2024-12-25,27,26.72
SKU0001,2024-12-25,30,30.7
SKU0037,2024-12-25,32,33.08
SKU0027,2024-12-25,31,28.87
SKU0022,2024-12-25,26,27.47
SKU0038,2024-12-25,35,35.15
SKU0002,2024-12-25,32,29.49
SKU0030,2024-12-25,33,30.62
SKU0008,2024-12-25,26,25.17
SKU0009,2024-12-25,22,24.72
SKU0011,2024-12-25,22,22.67
SKU0039,2024-12-25,33,33.13
SKU0006,2024-12-25,31,29.23
SKU0002,2024-12-26,31,28.18
SKU0039,2024-12-26,29,31.11
SKU0033,2024-12-26,24,24.65
SKU0040,2024-12-26,38,36.74
SKU0025,2024-12-26,24,24.81
SKU0026,2024-12-26,27,25.56
SKU0021,2024-12-26,37,35.6
SKU0004,2024-12-26,30,29.24
SKU0019,2024-12-26,29,26.22
SKU0015,2024-12-26,29,26.14
SKU0016,2024-12-26,30,27.61
SKU0017,2024-12-26,29,27.63
SKU0012,2024-12-26,34,34.49
SKU0020,2024-12-26,27,28.93
SKU0038,2024-12-26,33,33.92
SKU0009,2024-12-26,23,23.46
SKU0028,2024-12-26,33,29.58
SKU0037,2024-12-26,27,27.79
SKU0011,2024-12-26,23,22.49
SKU0007,2024-12-26,35,35.06
SKU0003,2024-12-26,26,27.08
SKU0010,2024-12-26,32,32.35
SKU0032,2024-12-26,33,33.07
SKU0005,2024-12-26,36,34.65
SKU0034,2024-12-26,39,38.02
SKU0029,2024-12-26,31,30.94
SKU0030,2024-12-26,33,29.72
SKU0001,2024-12-26,32,30.77
SKU0031,2024-12-26,29,25.55
SKU0018,2024-12-26,35,35.41
SKU0014,2024-12-26,30,27.57
SKU0035,2024-12-26,30,28.45
SKU0024,2024-12-26,38,35.75
SKU0006,2024-12-26,28,26.93
SKU0036,2024-12-26,24,25.3
SKU0027,2024-12-26,25,24.76
SKU0023,2024-12-26,31,28.68
SKU0008,2024-12-26,29,26.95
SKU0013,2024-12-26,39,38.89
SKU0022,2024-12-26,29,28.12
SKU0003,2024-12-27,26,28.27
SKU0038,2024-12-27,35,34.4
SKU0001,2024-12-27,46,46.98
SKU0011,2024-12-27,23,24.32
SKU0030,2024-12-27,33,30.56
SKU0023,2024-12-27,32,33.17
SKU0024,2024-12-27,36,35.72
SKU0036,2024-12-27,30,27.47
SKU0032,2024-12-27,35,34.52
SKU0028,2024-12-27,28,29.54
SKU0009,2024-12-27,25,23.8
SKU0029,2024-12-27,21,24.93
SKU0019,2024-12-27,29,27.49
SKU0018,2024-12-27,34,33.87
SKU0039,2024-12-27,30,29.92
SKU0006,2024-12-27,32,30.36
SKU0033,2024-12-27,24,23.56
SKU0025,2024-12-27,25,25.7
SKU0002,2024-12-27,31,28.07
SKU0008,2024-12-27,31,28.02
SKU0013,2024-12-27,45,44.49
SKU0022,2024-12-27,31,30.51
SKU0020,2024-12-27,27,28.02
SKU0040,2024-12-27,33,32.98
SKU0034,2024-12-27,48,44.01
SKU0031,2024-12-27,24,24.92
SKU0037,2024-12-27,28,27.41
SKU0010,2024-12-27,31,32.8
SKU0004,2024-12-27,26,27.93
SKU0014,2024-12-27,26,27.19
SKU0012,2024-12-27,23,24.97
SKU0017,2024-12-27,28,28.48
SKU0035,2024-12-27,31,29.59
SKU0015,2024-12-27,24,27.25
SKU0021,2024-12-27,27,28.33
SKU0027,2024-12-27,26,27.14
SKU0026,2024-12-27,29,28.86
SKU0007,2024-12-27,35,35.0
SKU0016,2024-12-27,27,28.85
SKU0005,2024-12-27,47,41.3
SKU0002,2024-12-28,52,46.35
SKU0035,2024-12-28,46,43.69
SKU0025,2024-12-28,40,38.0
SKU0029,2024-12-28,36,34.95
SKU0036,2024-12-28,36,31.33
SKU0013,2024-12-28,52,45.58
SKU0019,2024-12-28,35,32.3
SKU0026,2024-12-28,29,29.15
SKU0031,2024-12-28,30,27.0
SKU0039,2024-12-28,53,47.55
SKU0017,2024-12-28,35,30.4
SKU0007,2024-12-28,41,39.09
SKU0006,2024-12-28,41,40.7
SKU0040,2024-12-28,38,35.96
SKU0018,2024-12-28,44,42.31
SKU0008,2024-12-28,47,45.23
SKU0004,2024-12-28,43,40.14
SKU0009,2024-12-28,30,27.89
SKU0005,2024-12-28,44,38.75
SKU0032,2024-12-28,36,34.94
SKU0034,2024-12-28,51,46.43
SKU0023,2024-12-28,35,34.52
SKU0028,2024-12-28,39,37.6
SKU0027,2024-12-28,44,42.67
SKU0024,2024-12-28,38,37.25
SKU0016,2024-12-28,52,48.22
SKU0033,2024-12-28,45,42.97
SKU0003,2024-12-28,33,30.04
SKU0015,2024-12-28,33,30.06
SKU0021,2024-12-28,37,35.3
SKU0001,2024-12-28,35,34.03
SKU0010,2024-12-28,37,34.54
SKU0012,2024-12-28,34,31.64
SKU0011,2024-12-28,31,26.83
SKU0014,2024-12-28,35,32.09
SKU0038,2024-12-28,52,46.99
SKU0037,2024-12-28,39,38.51
SKU0022,2024-12-28,41,39.5
SKU0020,2024-12-28,43,42.3
SKU0030,2024-12-28,54,49.35
SKU0018,2024-12-29,55,49.06
SKU0017,2024-12-29,43,41.02
SKU0033,2024-12-29,47,41.95
SKU0034,2024-12-29,45,43.5
SKU0001,2024-12-29,48,43.29
SKU0035,2024-12-29,48,45.28
SKU0040,2024-12-29,40,41.67
SKU0016,2024-12-29,49,47.65
SKU0025,2024-12-29,41,40.92
SKU0031,2024-12-29,48,45.81
SKU0028,2024-12-29,51,48.99
SKU0039,2024-12-29,57,49.12
SKU0005,2024-12-29,46,38.08
SKU0014,2024-12-29,43,41.57
SKU0002,2024-12-29,51,45.77
SKU0011,2024-12-29,37,36.78
SKU0021,2024-12-29,36,35.67
SKU0007,2024-12-29,50,42.81
SKU0013,2024-12-29,47,41.06
SKU0027,2024-12-29,47,45.06
SKU0036,2024-12-29,37,33.15
SKU0008,2024-12-29,45,43.46
SKU0006,2024-12-29,48,45.0
SKU0022,2024-12-29,46,46.42
SKU0012,2024-12-29,43,42.22
SKU0015,2024-12-29,48,45.44
SKU0019,2024-12-29,46,44.01
SKU0037,2024-12-29,39,31.93
SKU0009,2024-12-29,39,38.56
SKU0032,2024-12-29,56,49.66
SKU0038,2024-12-29,51,48.2
SKU0004,2024-12-29,38,31.58
SKU0026,2024-12-29,44,42.99
SKU0023,2024-12-29,47,43.96
SKU0010,2024-12-29,46,43.27
SKU0020,2024-12-29,42,41.68
SKU0029,2024-12-29,37,37.37
SKU0024,2024-12-29,44,38.97
SKU0003,2024-12-29,45,40.91
SKU0030,2024-12-29,51,47.86
SKU0012,2024-12-30,25,23.94
SKU0034,2024-12-30,39,38.39
SKU0002,2024-12-30,29,27.61
SKU0039,2024-12-30,33,29.06
SKU0011,2024-12-30,24,23.12
SKU0027,2024-12-30,27,26.37
SKU0017,2024-12-30,26,26.01
SKU0008,2024-12-30,29,28.28
SKU0024,2024-12-30,39,40.74
SKU0010,2024-12-30,28,28.73
SKU0026,2024-12-30,26,25.13
SKU0009,2024-12-30,40,39.3
SKU0028,2024-12-30,32,29.67
SKU0037,2024-12-30,31,29.15
SKU0013,2024-12-30,36,37.1
SKU0023,2024-12-30,33,32.86
SKU0019,2024-12-30,30,28.04
SKU0032,2024-12-30,33,29.82
SKU0038,2024-12-30,46,45.36
SKU0003,2024-12-30,23,23.93
SKU0033,2024-12-30,32,27.19
SKU0020,2024-12-30,32,30.52
SKU0040,2024-12-30,27,29.81
SKU0015,2024-12-30,31,27.93
SKU0016,2024-12-30,44,48.02
SKU0018,2024-12-30,39,37.24
SKU0007,2024-12-30,33,32.93
SKU0004,2024-12-30,28,25.8
SKU0031,2024-12-30,28,26.64
SKU0021,2024-12-30,31,29.74
SKU0014,2024-12-30,33,30.24
SKU0005,2024-12-30,36,36.1
SKU0001,2024-12-30,34,33.59
SKU0025,2024-12-30,23,26.36
SKU0030,2024-12-30,30,29.5
SKU0022,2024-12-30,23,26.1
SKU0006,2024-12-30,26,29.7
SKU0029,2024-12-30,23,23.55
SKU0036,2024-12-30,23,26.0
SKU0035,2024-12-30,46,48.14
SKU0020,2024-12-31,32,32.14
SKU0038,2024-12-31,34,34.95
SKU0016,2024-12-31,28,27.03
SKU0015,2024-12-31,22,23.77
SKU0014,2024-12-31,29,30.36
SKU0013,2024-12-31,45,48.66
SKU0012,2024-12-31,27,26.75
SKU0011,2024-12-31,23,23.21
SKU0010,2024-12-31,36,33.29
SKU0017,2024-12-31,32,30.05
SKU0009,2024-12-31,27,28.82
SKU0007,2024-12-31,34,33.49
SKU0006,2024-12-31,33,31.52
SKU0005,2024-12-31,41,39.58
SKU0004,2024-12-31,32,29.45
SKU0003,2024-12-31,26,24.75
SKU0002,2024-12-31,29,27.34
SKU0001,2024-12-31,34,33.34
SKU0008,2024-12-31,25,25.42
SKU0039,2024-12-31,38,35.42
SKU0018,2024-12-31,32,32.05
SKU0021,2024-12-31,29,29.62
SKU0037,2024-12-31,32,31.1
SKU0036,2024-12-31,24,25.4
SKU0035,2024-12-31,45,44.7
SKU0034,2024-12-31,40,39.66
SKU0033,2024-12-31,21,25.59
SKU0032,2024-12-31,35,30.53
SKU0031,2024-12-31,26,26.22
SKU0019,2024-12-31,28,26.94
SKU0030,2024-12-31,27,25.92
SKU0028,2024-12-31,31,31.44
SKU0027,2024-12-31,30,30.6
SKU0026,2024-12-31,29,25.21
SKU0025,2024-12-31,25,27.73
SKU0024,2024-12-31,37,37.01
SKU0023,2024-12-31,31,31.2
SKU0022,2024-12-31,26,26.13
SKU0029,2024-12-31,23,24.92
SKU0040,2024-12-31,37,38.16
